,text,task1,task2,language
7856,बी जे पी तो मुफ़्त मे भी ना ख़रीदे ये तो इन गिरगिटों की अपनी बिकने की क़ीमत बताने का तरीक़ा है ताकि अगर कोई ख़रीदना चाहे तो ख़रीद सकता है,0,0,2
7857,"@PMOIndia आदरणीय मोदी जी 
सुब्रत राय सहारा से पेमेंट कराइये , पूरे देश में करोड़ों जमाकर्ता बहुत परेशान है आत्महत्या तक कि नौबत आ गई है , रोजमर्रा के खर्चे तक नहीं पूरे हो रहे हैं,सड़क पर ला दिया है सुब्रत राय ने ।
अब केवल आप ही हम सब का सहारा हैं 🙏",1,1,2
7858,"@ECISVEEP ये क्या हो रहा है?
और हम लोकतंत्र की दुहाई देते नही थकते",1,1,2
7859,"RT @ahanafatima786: मुझे मौत से इतना डर नहीं लगता
जितना मां बाप के बिना इस दुनिया में जीने से लगता है...
अल्लाह पाक सबके वालेदीन को सलामत र…",1,1,2
7860,RT @SureshK96925115: इस से बड़ा गद्दार पाकिस्तान में भी नही ह https://t.co/KmH2bZ2wrE,1,1,2
7861,"@i_theindian @RahulGandhi पप्पू भगवान के घर जाएगा 
🌹 🌹 🌺 💦 💞 मोदी ही तो आएगा",1,1,2
7862,"RT @MFlOGbBWCnfpLih: #वेद_मेरा_भेद_है
कबीर जी ने समझाया है कि
 हे मानव शरीर धारी प्राणी! यह मानव जन्म बहुत युगों पर्यन्त प्राप्त होता है।
त…",1,1,2
7863,"@aajtak सही है..

जुमलेश्वर जनता के चुने हुवे प्रतिनधि और जनता की चुनी हुई राज्य सरकारों का सम्मान भी करना नही जानता.. जुमलर्श्वर खुद को सबसे बड़ा और महान समझने लगा है..

यर देश के लिए खतरनाक है..

जनता से निवेदन है कि चुनाव में इस फेकू जुमलेश्वर को ज़ोला थामकर बाहर निकालो...",0,2,2
7864,@TheCommunicati3 लगता है आप बिलियर्ड्स खेलते हैं... 😊,1,1,2
7865,RT @Dilsedesh: GS @priyankagandhi : अगर 50 घंटे की तपस्या कर ली होती तो इस तरह की नफरत से भरी बातें नहीं करते PM। किसी बात का जवाब नही देते…,1,1,2
7866,@SheilaDikshit @ArvindKejriwal सठिया गया है केजरी,0,2,2
7867,@anuraagmuskaan टोपा हो का 😜😜😜😜,1,1,2
7868,"मुफ़लिस जो अगर तन की क़बा बेच रहा है;
वायज भी तो मिंबर पे दुआ बेच रहा है ;           दोनो को है दरपेश सवाल अपने शिकम का ;           एक अपनी खुदी , एक ख़ुदा बेच रहा है : @MrinalPande1 @khanumarfa @kavita_krishnan",1,1,2
